time,temperature_2m,relative_humidity_2m,wind_speed_10m,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi
2024-10-12 00:00:00,25.1,71,6.4,82.0,43.3,466.0,20.8,13.0,71.0,91
2024-10-12 01:00:00,25.6,83,4.4,79.4,41.6,611.0,31.8,14.3,60.0,93
2024-10-12 02:00:00,26.1,79,2.3,82.7,44.5,804.0,46.2,16.2,47.0,95
2024-10-12 03:00:00,28.0,67,3.5,91.5,49.1,894.0,52.7,18.8,51.0,97
2024-10-12 04:00:00,31.0,49,5.4,89.6,42.4,782.0,43.3,23.1,87.0,98
2024-10-12 05:00:00,33.9,35,6.3,88.9,41.2,568.0,25.8,28.2,139.0,99
2024-10-12 06:00:00,35.7,27,4.6,85.4,40.7,401.0,12.2,31.3,180.0,100
2024-10-12 07:00:00,36.1,26,9.0,82.7,40.9,342.0,7.3,31.0,199.0,102
2024-10-12 08:00:00,36.0,32,16.9,80.8,40.7,330.0,6.3,28.8,207.0,104
2024-10-12 09:00:00,35.3,36,23.1,75.2,38.0,329.0,6.7,25.8,206.0,106
2024-10-12 10:00:00,35.5,30,25.6,71.9,36.4,328.0,8.1,22.0,195.0,108
2024-10-12 11:00:00,35.4,27,22.4,74.0,38.0,338.0,11.0,17.5,175.0,135
2024-10-12 12:00:00,34.7,32,16.4,71.2,37.6,356.0,13.4,18.2,168.0,159
2024-10-12 13:00:00,32.0,51,14.9,70.8,38.4,375.0,16.5,15.7,148.0,172
2024-10-12 14:00:00,30.5,66,13.4,69.4,38.3,403.0,20.9,12.2,120.0,173
2024-10-12 15:00:00,30.0,69,8.1,68.7,37.8,438.0,25.5,10.0,97.0,164
2024-10-12 16:00:00,29.6,77,8.2,69.8,38.5,484.0,30.1,10.3,83.0,146
2024-10-12 17:00:00,29.2,78,7.6,72.9,40.2,537.0,34.9,11.8,74.0,120
2024-10-12 18:00:00,28.6,81,3.6,76.6,42.6,587.0,39.3,13.2,65.0,114
2024-10-12 19:00:00,28.5,84,7.5,79.6,45.1,636.0,43.5,14.1,54.0,114
2024-10-12 20:00:00,28.3,85,7.7,81.3,46.6,681.0,47.2,14.8,42.0,115
2024-10-12 21:00:00,28.2,85,4.6,79.4,45.9,709.0,49.1,14.9,33.0,115
2024-10-12 22:00:00,27.4,90,3.5,80.1,48.1,692.0,47.6,13.9,26.0,115
2024-10-12 23:00:00,26.9,92,6.6,75.2,45.9,657.0,44.3,12.4,20.0,116
2024-10-13 00:00:00,26.2,93,7.0,50.6,31.4,343.0,17.5,10.3,57.0,116
2024-10-13 01:00:00,26.5,92,7.7,49.4,31.3,413.0,23.6,10.7,51.0,114
2024-10-13 02:00:00,26.4,92,7.0,55.1,36.0,506.0,31.7,11.5,44.0,113
2024-10-13 03:00:00,28.2,81,6.2,51.1,33.6,549.0,35.5,13.8,46.0,112
2024-10-13 04:00:00,30.0,66,3.1,43.5,28.2,495.0,30.9,19.7,64.0,111
2024-10-13 05:00:00,30.6,59,1.0,41.3,26.3,391.0,22.0,27.1,91.0,109
2024-10-13 06:00:00,31.5,54,2.2,40.4,25.0,307.0,14.5,31.2,113.0,108
2024-10-13 07:00:00,33.1,47,4.3,38.8,23.4,269.0,10.1,28.9,128.0,106
2024-10-13 08:00:00,33.6,45,8.0,36.2,21.6,250.0,7.1,23.3,138.0,104
2024-10-13 09:00:00,33.2,49,15.6,31.4,18.6,240.0,5.7,18.5,141.0,102
2024-10-13 10:00:00,33.3,48,16.9,25.6,15.1,236.0,6.3,15.9,131.0,100
2024-10-13 11:00:00,33.0,47,18.2,21.4,12.7,241.0,8.6,14.1,114.0,98
2024-10-13 12:00:00,31.8,51,20.3,30.5,17.9,254.0,9.0,12.7,115.0,96
2024-10-13 13:00:00,31.5,53,15.8,28.3,17.0,281.0,12.2,12.5,104.0,94
2024-10-13 14:00:00,30.9,62,12.8,29.5,18.7,319.0,16.7,12.3,89.0,92
2024-10-13 15:00:00,30.2,69,13.8,31.1,20.3,349.0,20.2,11.9,78.0,91
2024-10-13 16:00:00,29.6,73,12.4,33.5,21.9,364.0,21.7,11.2,74.0,89
2024-10-13 17:00:00,29.5,74,9.0,36.1,23.6,371.0,22.3,10.3,73.0,88
2024-10-13 18:00:00,29.3,75,6.2,38.2,24.9,379.0,22.9,9.8,71.0,86
2024-10-13 19:00:00,29.1,75,3.6,39.6,25.8,389.0,23.9,9.7,66.0,85
2024-10-13 20:00:00,29.1,75,3.1,40.2,26.3,400.0,24.9,9.9,60.0,83
2024-10-13 21:00:00,29.0,74,3.4,41.0,27.0,410.0,25.7,10.4,54.0,81
2024-10-13 22:00:00,29.0,73,6.2,41.8,27.6,413.0,25.8,11.4,48.0,79
2024-10-13 23:00:00,28.9,74,8.3,41.4,27.4,415.0,25.7,12.8,41.0,78
2024-10-14 00:00:00,28.7,77,9.6,42.7,28.9,427.0,27.0,13.0,44.0,76
2024-10-14 01:00:00,28.3,77,6.7,42.5,28.8,474.0,29.7,15.6,41.0,76
2024-10-14 02:00:00,28.3,76,3.5,46.7,31.8,535.0,33.1,19.3,38.0,76
2024-10-14 03:00:00,28.5,73,3.4,47.8,32.6,558.0,33.4,22.5,46.0,75
2024-10-14 04:00:00,29.5,65,7.2,45.9,31.2,508.0,27.6,25.3,76.0,75
2024-10-14 05:00:00,30.5,57,6.9,40.6,27.4,420.0,18.6,27.7,116.0,75
2024-10-14 06:00:00,31.9,51,8.0,35.4,23.7,345.0,11.6,28.1,143.0,75
2024-10-14 07:00:00,32.7,48,10.0,30.3,19.5,301.0,8.4,24.9,146.0,75
2024-10-14 08:00:00,34.1,42,13.7,27.0,16.5,271.0,7.2,19.8,136.0,75
2024-10-14 09:00:00,34.4,36,12.4,25.0,15.2,253.0,7.0,15.7,126.0,75
2024-10-14 10:00:00,33.2,41,9.0,23.4,14.1,249.0,7.7,13.9,120.0,74
2024-10-14 11:00:00,31.2,65,12.2,23.5,14.2,257.0,9.5,13.2,114.0,74
2024-10-14 12:00:00,30.4,68,12.8,33.5,20.5,251.0,10.4,11.1,106.0,74
2024-10-14 13:00:00,32.0,55,2.9,34.3,21.0,285.0,13.4,11.8,100.0,81
2024-10-14 14:00:00,31.5,59,0.6,38.4,23.9,331.0,17.4,12.8,92.0,77
2024-10-14 15:00:00,32.0,46,10.3,41.0,25.7,361.0,19.9,13.7,87.0,75
2024-10-14 16:00:00,31.5,46,12.3,41.8,26.6,360.0,19.2,14.3,87.0,76
2024-10-14 17:00:00,31.2,48,14.7,43.9,27.9,344.0,16.9,14.8,89.0,76
2024-10-14 18:00:00,29.4,73,11.2,46.1,29.3,332.0,15.5,15.5,89.0,77
2024-10-14 19:00:00,28.5,84,18.2,48.2,30.3,334.0,16.2,16.7,84.0,77
2024-10-14 20:00:00,28.0,84,15.9,47.8,30.2,340.0,17.7,18.0,77.0,77
2024-10-14 21:00:00,27.6,83,7.5,47.7,30.4,344.0,18.8,19.0,70.0,78
2024-10-14 22:00:00,27.1,84,3.6,46.7,29.8,323.0,17.6,19.2,66.0,78
2024-10-14 23:00:00,27.0,84,2.7,46.2,29.6,300.0,15.9,19.0,64.0,78
2024-10-15 00:00:00,26.9,83,6.3,39.2,25.1,237.0,9.5,12.0,84.0,78
2024-10-15 01:00:00,28.4,66,11.4,39.5,25.4,332.0,17.9,11.6,74.0,78
2024-10-15 02:00:00,28.1,63,12.8,38.9,25.4,459.0,29.1,11.2,61.0,78
2024-10-15 03:00:00,29.7,55,8.8,40.7,26.8,529.0,34.7,11.8,60.0,77
2024-10-15 04:00:00,32.4,42,13.0,41.6,27.3,484.0,29.4,14.9,83.0,77
2024-10-15 05:00:00,34.7,31,13.5,38.0,24.3,382.0,18.6,19.1,117.0,76
2024-10-15 06:00:00,36.0,26,12.6,35.9,22.7,300.0,9.9,21.3,144.0,76
2024-10-15 07:00:00,36.4,26,12.6,37.1,23.5,267.0,6.2,19.7,155.0,76
2024-10-15 08:00:00,36.2,28,13.4,37.1,23.4,254.0,4.6,16.1,158.0,76
2024-10-15 09:00:00,36.0,32,19.4,37.3,23.5,256.0,4.7,13.2,159.0,77
2024-10-15 10:00:00,35.3,35,22.4,38.4,24.2,275.0,6.7,12.0,160.0,78
2024-10-15 11:00:00,33.5,44,28.8,40.9,25.7,309.0,10.3,11.5,158.0,87
2024-10-15 12:00:00,32.8,46,23.2,43.2,27.0,342.0,12.4,14.4,164.0,108
2024-10-15 13:00:00,31.5,49,18.9,43.4,27.0,364.0,15.4,13.0,151.0,125
2024-10-15 14:00:00,31.2,54,14.7,42.0,26.1,393.0,19.5,11.2,132.0,132
2024-10-15 15:00:00,30.6,53,11.4,39.9,25.1,413.0,22.6,9.8,116.0,130
2024-10-15 16:00:00,30.1,57,8.8,37.5,23.6,416.0,23.9,9.5,107.0,121
2024-10-15 17:00:00,29.6,65,8.0,37.3,23.5,409.0,24.1,9.8,100.0,111
2024-10-15 18:00:00,28.9,74,10.9,38.4,24.2,395.0,23.3,9.9,96.0,98
2024-10-15 19:00:00,28.5,80,11.5,38.9,24.4,372.0,21.1,9.5,94.0,84
2024-10-15 20:00:00,28.1,81,9.8,39.2,24.4,343.0,17.8,8.9,93.0,79
2024-10-15 21:00:00,27.8,83,9.9,39.3,24.3,315.0,14.9,8.4,93.0,79
2024-10-15 22:00:00,27.5,84,9.8,39.2,24.0,283.0,12.2,7.9,93.0,78
2024-10-15 23:00:00,27.2,87,8.6,38.6,23.5,252.0,9.8,7.4,93.0,78
2024-10-16 00:00:00,27.0,89,8.2,33.6,20.8,255.0,12.0,8.3,79.0,77
2024-10-16 01:00:00,26.7,89,8.4,32.2,20.0,323.0,18.5,8.7,72.0,77
2024-10-16 02:00:00,27.0,85,7.7,34.6,21.8,415.0,27.1,9.4,63.0,76
2024-10-16 03:00:00,28.7,75,6.9,35.4,22.5,466.0,31.0,10.3,66.0,76
2024-10-16 04:00:00,31.2,58,8.5,35.6,22.8,435.0,25.5,11.9,92.0,76
2024-10-16 05:00:00,33.6,43,11.0,34.8,21.9,363.0,15.1,13.6,129.0,75
2024-10-16 06:00:00,35.0,34,15.0,40.9,25.1,305.0,7.2,14.5,156.0,75
2024-10-16 07:00:00,35.8,31,17.5,42.6,26.0,282.0,4.4,13.7,166.0,75
2024-10-16 08:00:00,36.1,32,20.5,42.4,25.8,274.0,4.0,11.9,166.0,75
2024-10-16 09:00:00,36.0,32,23.9,41.6,25.3,272.0,4.6,10.2,160.0,76
2024-10-16 10:00:00,36.0,29,24.2,40.6,24.6,275.0,6.2,8.8,145.0,79
2024-10-16 11:00:00,35.2,32,25.2,38.6,23.2,284.0,8.8,7.4,123.0,96
2024-10-16 12:00:00,34.5,30,24.4,26.4,16.1,275.0,10.6,5.8,101.0,108
2024-10-16 13:00:00,30.8,70,18.6,26.1,16.1,288.0,13.3,5.7,90.0,110
2024-10-16 14:00:00,30.0,73,15.9,26.2,16.3,305.0,17.0,5.5,76.0,102
2024-10-16 15:00:00,29.4,79,14.9,26.9,16.7,314.0,19.3,5.4,65.0,85
2024-10-16 16:00:00,29.1,83,15.8,27.8,17.2,309.0,19.1,5.4,62.0,72
2024-10-16 17:00:00,28.8,84,14.4,29.5,18.2,296.0,17.5,5.5,62.0,71
2024-10-16 18:00:00,28.5,84,12.7,31.0,19.0,281.0,15.7,5.5,63.0,71
2024-10-16 19:00:00,28.0,86,12.5,31.3,19.2,263.0,13.7,5.2,63.0,71
2024-10-16 20:00:00,27.6,90,11.6,31.7,19.4,243.0,11.3,4.8,64.0,70
2024-10-16 21:00:00,27.2,90,11.1,32.2,19.6,227.0,9.6,4.6,65.0,70
2024-10-16 22:00:00,27.4,87,13.5,32.5,19.7,214.0,8.4,4.6,65.0,69
2024-10-16 23:00:00,27.8,84,11.7,32.8,19.7,205.0,7.8,4.6,65.0,69
2024-10-17 00:00:00,27.7,85,11.4,32.7,19.7,217.0,9.2,5.1,62.0,69
2024-10-17 01:00:00,27.5,88,14.9,33.8,20.3,285.0,14.9,5.8,58.0,68
2024-10-17 02:00:00,27.6,86,14.5,38.3,23.3,376.0,22.4,6.8,52.0,68
2024-10-17 03:00:00,29.4,77,14.2,40.6,24.3,428.0,26.2,7.7,54.0,69
2024-10-17 04:00:00,31.0,66,16.6,38.8,22.7,405.0,22.5,8.3,69.0,69
2024-10-17 05:00:00,32.3,56,15.1,39.1,22.5,343.0,14.9,8.7,92.0,69
2024-10-17 06:00:00,34.2,47,17.1,39.7,22.2,292.0,8.9,8.8,110.0,69
2024-10-17 07:00:00,34.5,47,17.4,40.5,22.2,270.0,6.3,8.5,121.0,69
2024-10-17 08:00:00,34.0,54,21.9,40.5,21.8,259.0,5.3,7.8,128.0,68
2024-10-17 09:00:00,33.5,54,23.0,39.6,21.1,257.0,5.6,7.3,128.0,68
2024-10-17 10:00:00,33.1,55,22.9,38.1,20.3,265.0,7.5,7.1,116.0,67
2024-10-17 11:00:00,32.5,55,23.0,35.7,19.3,283.0,10.8,6.9,96.0,67
2024-10-17 12:00:00,31.5,59,20.8,36.0,20.1,302.0,13.5,7.5,87.0,67
2024-10-17 13:00:00,29.4,77,19.5,34.9,20.0,329.0,18.0,7.0,73.0,67
2024-10-17 14:00:00,29.0,81,16.4,33.6,19.6,366.0,24.0,6.3,55.0,67
2024-10-17 15:00:00,28.8,82,14.8,33.3,19.7,389.0,28.1,5.8,41.0,68
2024-10-17 16:00:00,28.5,86,11.0,33.1,19.7,385.0,28.1,5.7,38.0,68
2024-10-17 17:00:00,28.0,88,6.3,32.9,19.6,367.0,26.1,5.8,41.0,68
2024-10-17 18:00:00,27.5,91,5.9,33.3,20.0,355.0,24.7,5.9,42.0,68
2024-10-17 19:00:00,27.0,93,6.9,34.0,20.7,358.0,25.1,5.9,39.0,68
2024-10-17 20:00:00,26.4,95,9.0,34.3,21.0,367.0,26.0,5.9,35.0,69
2024-10-17 21:00:00,25.8,96,7.6,34.0,21.1,367.0,26.2,6.0,32.0,69
2024-10-17 22:00:00,25.1,97,5.2,32.5,20.5,331.0,24.0,6.3,31.0,69
2024-10-17 23:00:00,25.5,96,1.7,30.2,19.0,287.0,20.9,6.7,32.0,69
2024-10-18 00:00:00,25.5,97,0.0,31.7,20.6,395.0,29.7,8.7,21.0,69
2024-10-18 01:00:00,25.2,99,4.1,32.0,20.9,546.0,34.5,9.5,17.0,69
2024-10-18 02:00:00,25.2,99,3.9,37.5,24.7,747.0,40.7,11.0,13.0,69
2024-10-18 03:00:00,25.5,99,2.2,43.7,28.2,840.0,42.3,13.9,20.0,69
2024-10-18 04:00:00,28.0,85,3.4,42.0,25.6,720.0,35.0,20.4,49.0,69
2024-10-18 05:00:00,31.4,62,4.9,36.7,22.5,492.0,23.0,28.4,90.0,70
2024-10-18 06:00:00,33.5,52,9.3,33.8,20.8,317.0,13.4,32.9,124.0,70
2024-10-18 07:00:00,33.8,53,14.4,35.0,21.8,262.0,8.7,30.7,145.0,70
2024-10-18 08:00:00,34.1,51,17.9,37.3,23.1,260.0,6.4,25.0,158.0,70
2024-10-18 09:00:00,34.5,41,20.0,38.8,23.9,268.0,5.8,19.9,163.0,70
2024-10-18 10:00:00,34.5,41,19.0,39.2,24.0,275.0,7.2,17.0,157.0,70
2024-10-18 11:00:00,33.9,46,19.4,38.6,23.9,292.0,10.3,14.7,143.0,70
2024-10-18 12:00:00,33.0,51,19.3,36.6,22.6,320.0,13.0,17.0,142.0,85
2024-10-18 13:00:00,30.5,64,18.4,36.6,22.8,352.0,18.0,14.1,121.0,105
2024-10-18 14:00:00,29.5,72,15.5,35.2,22.1,396.0,24.8,10.0,91.0,112
2024-10-18 15:00:00,29.1,76,9.4,34.1,21.5,424.0,29.6,7.1,68.0,105
2024-10-18 16:00:00,28.6,81,7.2,34.2,21.5,421.0,30.3,6.3,59.0,88
2024-10-18 17:00:00,28.0,84,8.1,34.9,21.9,403.0,28.9,6.6,58.0,72
2024-10-18 18:00:00,27.4,85,7.8,35.9,22.6,387.0,27.6,7.0,56.0,72
2024-10-18 19:00:00,26.9,88,7.6,36.2,22.9,383.0,27.4,7.2,51.0,72
2024-10-18 20:00:00,26.4,90,13.2,36.9,23.6,382.0,27.2,7.4,45.0,72
2024-10-18 21:00:00,26.4,90,14.3,36.7,23.5,367.0,25.7,7.4,42.0,73
2024-10-18 22:00:00,26.2,89,14.1,35.0,22.5,310.0,20.3,6.9,45.0,73
2024-10-18 23:00:00,26.2,82,12.9,32.8,20.9,240.0,13.4,6.3,51.0,73
2024-10-19 00:00:00,26.0,74,11.3,31.8,20.1,257.0,14.7,6.6,45.0,73
2024-10-19 01:00:00,25.6,88,8.3,32.5,20.5,393.0,23.6,7.2,38.0,73
2024-10-19 02:00:00,25.5,85,7.8,37.7,23.9,575.0,35.4,8.2,30.0,73
2024-10-19 03:00:00,27.8,70,5.2,46.3,29.6,674.0,41.0,10.3,36.0,73
2024-10-19 04:00:00,30.5,56,2.7,52.3,33.1,606.0,34.3,14.9,67.0,73
2024-10-19 05:00:00,33.2,41,1.9,46.9,28.9,455.0,21.4,20.6,112.0,74
2024-10-19 06:00:00,35.0,33,2.9,45.6,27.9,337.0,11.3,24.1,149.0,74
2024-10-19 07:00:00,35.8,32,6.2,44.7,27.2,301.0,7.4,23.4,170.0,75
2024-10-19 08:00:00,36.5,32,11.3,45.1,27.2,298.0,6.3,20.5,182.0,75
2024-10-19 09:00:00,36.8,32,16.3,45.4,27.0,302.0,6.4,17.9,186.0,76
2024-10-19 10:00:00,35.6,35,23.0,46.2,26.6,305.0,7.4,16.6,182.0,76
2024-10-19 11:00:00,35.2,33,20.0,46.4,26.3,316.0,9.8,15.7,169.0,97
2024-10-19 12:00:00,34.3,35,20.0,52.4,30.6,341.0,12.7,15.4,160.0,125
2024-10-19 13:00:00,32.8,41,18.5,48.2,29.0,369.0,17.8,12.6,130.0,145
2024-10-19 14:00:00,31.5,52,15.8,43.5,26.9,407.0,24.7,8.7,89.0,149
2024-10-19 15:00:00,30.7,57,13.0,40.2,25.0,428.0,29.2,5.9,59.0,136
2024-10-19 16:00:00,30.2,59,10.9,38.9,24.0,418.0,29.1,5.2,53.0,113
2024-10-19 17:00:00,29.6,60,8.9,38.3,23.6,391.0,26.7,5.5,58.0,85
2024-10-19 18:00:00,29.0,63,9.4,38.4,23.9,367.0,24.3,5.9,63.0,79
2024-10-19 19:00:00,28.1,66,7.2,39.5,24.7,354.0,22.9,6.0,62.0,79
2024-10-19 20:00:00,27.3,72,5.9,39.5,24.7,344.0,21.6,6.2,60.0,79
2024-10-19 21:00:00,27.0,70,11.5,39.5,24.7,329.0,19.9,6.3,59.0,79
2024-10-19 22:00:00,27.0,70,14.5,39.1,24.4,285.0,16.0,6.3,61.0,79
2024-10-19 23:00:00,26.8,74,13.8,37.8,23.3,236.0,11.6,6.3,65.0,79
2024-10-20 00:00:00,26.4,72,11.5,34.5,21.1,239.0,10.9,6.2,63.0,80
2024-10-20 01:00:00,26.1,82,10.5,33.9,20.8,412.0,22.9,7.4,50.0,80
2024-10-20 02:00:00,26.0,83,9.6,38.1,23.9,645.0,38.8,9.2,33.0,80
2024-10-20 03:00:00,28.0,75,6.8,46.1,29.5,774.0,47.1,11.0,32.0,80
2024-10-20 04:00:00,30.5,62,7.3,46.0,29.2,697.0,40.2,13.1,63.0,80
2024-10-20 05:00:00,33.2,45,7.3,44.6,27.4,516.0,25.7,15.2,110.0,79
2024-10-20 06:00:00,35.3,31,8.9,45.9,26.9,372.0,13.9,16.3,148.0,79
2024-10-20 07:00:00,36.6,27,11.3,50.4,29.2,319.0,8.7,15.6,167.0,79
2024-10-20 08:00:00,37.1,26,14.7,51.7,29.4,302.0,6.3,13.9,176.0,79
2024-10-20 09:00:00,37.2,25,17.6,51.1,28.7,297.0,5.9,12.2,175.0,80
2024-10-20 10:00:00,36.7,26,20.2,50.3,27.8,300.0,7.7,11.0,162.0,80
2024-10-20 11:00:00,35.6,29,21.4,48.9,27.2,315.0,11.6,9.9,139.0,86
2024-10-20 12:00:00,33.7,38,21.7,38.3,22.2,347.0,16.4,8.8,118.0,109
2024-10-20 13:00:00,32.2,46,17.7,33.1,19.6,372.0,21.2,7.6,97.0,121
2024-10-20 14:00:00,30.6,58,13.1,28.1,16.9,405.0,27.6,5.9,68.0,118
2024-10-20 15:00:00,29.5,74,14.6,27.1,16.2,421.0,31.4,4.7,48.0,101
2024-10-20 16:00:00,29.0,78,14.6,26.2,15.6,402.0,30.0,4.6,44.0,77
2024-10-20 17:00:00,28.6,81,12.3,26.4,15.5,365.0,26.1,5.1,49.0,76
2024-10-20 18:00:00,28.1,83,8.7,26.5,15.3,335.0,22.6,5.5,53.0,75
2024-10-20 19:00:00,27.5,87,11.5,27.5,15.8,321.0,20.9,5.5,52.0,74
2024-10-20 20:00:00,26.9,91,10.9,28.8,16.5,313.0,19.7,5.4,51.0,74
2024-10-20 21:00:00,26.6,95,10.1,30.6,17.5,305.0,18.7,5.5,49.0,73
2024-10-20 22:00:00,26.3,96,7.1,30.3,17.8,276.0,16.8,5.8,47.0,72
2024-10-20 23:00:00,26.0,96,9.9,28.9,17.2,245.0,15.2,6.2,45.0,72
2024-10-21 00:00:00,25.9,95,8.6,25.7,15.9,264.0,16.2,6.7,39.0,71
2024-10-21 01:00:00,26.0,93,9.1,26.5,16.6,363.0,22.9,7.7,33.0,71
2024-10-21 02:00:00,26.0,91,7.5,31.4,19.9,496.0,31.9,9.2,27.0,70
2024-10-21 03:00:00,27.6,82,6.0,35.6,22.1,570.0,35.9,10.5,32.0,70
2024-10-21 04:00:00,30.0,66,8.4,36.8,21.3,528.0,30.4,11.5,61.0,69
2024-10-21 05:00:00,32.5,49,6.7,41.2,22.3,426.0,19.9,12.3,101.0,69
2024-10-21 06:00:00,34.4,37,7.9,46.3,24.3,344.0,11.6,12.8,134.0,68
2024-10-21 07:00:00,35.2,35,12.4,51.2,26.5,311.0,7.9,13.1,154.0,68
2024-10-21 08:00:00,35.2,40,17.4,52.6,27.0,298.0,6.3,13.1,166.0,68
2024-10-21 09:00:00,34.7,43,23.4,51.9,26.5,291.0,6.2,12.6,166.0,68
2024-10-21 10:00:00,33.9,43,26.0,48.4,24.7,290.0,8.0,11.1,148.0,67
2024-10-21 11:00:00,32.8,48,26.1,41.3,21.1,295.0,11.3,8.9,119.0,71
2024-10-21 12:00:00,31.4,56,26.5,30.6,16.5,305.0,14.7,9.6,110.0,90
2024-10-21 13:00:00,29.7,69,21.7,25.4,14.1,303.0,15.9,8.2,97.0,100
2024-10-21 14:00:00,28.8,74,21.5,23.8,13.4,301.0,17.5,6.2,78.0,99
2024-10-21 15:00:00,28.5,78,17.5,25.1,14.2,296.0,18.3,4.9,65.0,87
2024-10-21 16:00:00,28.1,80,10.9,27.0,15.3,288.0,17.6,4.9,62.0,68
2024-10-21 17:00:00,27.8,82,10.6,28.9,16.4,278.0,16.0,5.6,64.0,65
2024-10-21 18:00:00,27.3,84,13.8,31.0,17.5,269.0,14.6,6.1,66.0,65
2024-10-21 19:00:00,26.7,88,10.6,33.2,18.6,263.0,13.7,6.1,65.0,65
2024-10-21 20:00:00,26.0,92,6.2,34.5,19.4,259.0,13.0,5.8,64.0,66
2024-10-21 21:00:00,25.9,94,9.7,35.4,19.9,254.0,12.2,5.7,64.0,66
2024-10-21 22:00:00,25.7,95,8.3,35.6,20.1,234.0,10.3,5.7,65.0,66
2024-10-21 23:00:00,25.0,97,4.5,36.0,20.3,214.0,8.4,5.7,67.0,66
2024-10-22 00:00:00,24.7,97,4.8,33.1,19.7,245.0,11.5,6.3,61.0,66
2024-10-22 01:00:00,25.5,96,5.6,33.8,20.3,338.0,19.0,7.0,53.0,67
2024-10-22 02:00:00,25.8,93,8.7,37.6,23.2,463.0,28.9,8.0,44.0,67
2024-10-22 03:00:00,27.9,78,9.7,44.0,26.6,534.0,33.8,9.3,46.0,67
2024-10-22 04:00:00,30.2,59,11.4,50.3,28.3,498.0,28.7,11.1,72.0,68
2024-10-22 05:00:00,32.6,43,9.8,55.4,29.9,408.0,18.6,13.1,109.0,68
2024-10-22 06:00:00,34.7,30,9.5,56.8,29.7,333.0,10.5,14.3,139.0,69
2024-10-22 07:00:00,35.8,26,12.3,54.7,28.1,298.0,6.9,14.0,153.0,70
2024-10-22 08:00:00,36.2,27,17.3,53.1,26.9,278.0,5.2,12.7,159.0,70
2024-10-22 09:00:00,36.1,30,22.5,51.8,26.0,272.0,5.2,11.6,158.0,70
2024-10-22 10:00:00,35.7,30,26.7,50.5,25.3,281.0,7.2,10.9,148.0,70
2024-10-22 11:00:00,34.3,35,28.5,50.2,25.2,303.0,10.8,10.3,131.0,76
2024-10-22 12:00:00,32.7,46,29.4,51.1,26.4,333.0,14.3,10.8,124.0,94
2024-10-22 13:00:00,30.4,56,24.5,53.9,29.2,373.0,19.2,9.3,106.0,105
2024-10-22 14:00:00,29.4,69,20.2,55.4,31.1,426.0,25.9,7.3,81.0,104
2024-10-22 15:00:00,28.9,75,7.0,56.6,32.2,458.0,30.0,5.9,63.0,92
2024-10-22 16:00:00,28.2,79,2.7,58.4,33.5,448.0,28.9,5.7,60.0,75
2024-10-22 17:00:00,27.9,80,9.4,61.9,35.3,417.0,25.2,6.2,64.0,77
2024-10-22 18:00:00,27.3,81,11.7,64.5,36.9,390.0,22.1,6.5,67.0,79
2024-10-22 19:00:00,26.8,85,13.2,66.8,38.5,379.0,20.9,6.5,64.0,81
2024-10-22 20:00:00,26.2,90,15.8,67.8,39.3,372.0,20.2,6.4,60.0,82
2024-10-22 21:00:00,26.0,94,15.1,68.5,39.8,361.0,19.2,6.3,57.0,84
2024-10-22 22:00:00,26.0,94,13.7,68.2,39.5,320.0,15.8,6.1,58.0,86
2024-10-22 23:00:00,25.2,95,4.6,67.3,39.0,274.0,12.0,6.0,61.0,88
2024-10-23 00:00:00,25.4,94,8.6,66.6,39.3,301.0,13.7,6.2,57.0,89
2024-10-23 01:00:00,25.0,93,7.0,63.6,38.6,432.0,23.8,7.2,48.0,91
2024-10-23 02:00:00,25.2,91,6.8,66.6,41.7,609.0,37.3,8.7,36.0,93
2024-10-23 03:00:00,27.5,80,6.5,71.9,44.6,705.0,44.2,10.5,38.0,94
2024-10-23 04:00:00,29.5,70,10.6,72.2,43.1,645.0,38.1,13.2,66.0,96
2024-10-23 05:00:00,31.3,58,10.6,65.9,38.6,505.0,25.4,16.2,108.0,97
2024-10-23 06:00:00,33.0,47,12.2,61.5,35.5,390.0,15.0,18.0,141.0,98
2024-10-23 07:00:00,34.2,43,14.9,58.2,32.7,336.0,9.9,17.6,159.0,98
2024-10-23 08:00:00,34.8,41,17.3,55.8,30.4,307.0,7.0,15.9,169.0,99
2024-10-23 09:00:00,34.9,41,19.3,54.2,28.8,293.0,6.1,14.2,169.0,99
2024-10-23 10:00:00,34.3,42,23.2,53.7,28.1,291.0,7.3,12.8,158.0,99
2024-10-23 11:00:00,33.6,41,25.6,52.5,27.6,304.0,10.6,11.4,137.0,100
2024-10-23 12:00:00,32.2,51,24.3,45.9,24.8,344.0,15.7,10.9,126.0,102
2024-10-23 13:00:00,30.2,67,16.1,45.8,25.0,395.0,22.4,9.4,103.0,115
2024-10-23 14:00:00,29.2,76,12.7,47.5,26.6,464.0,31.6,7.3,71.0,114
2024-10-23 15:00:00,28.9,80,12.9,46.9,26.4,511.0,38.0,5.9,47.0,99
2024-10-23 16:00:00,28.4,82,12.1,47.4,26.7,515.0,38.9,5.7,40.0,98
2024-10-23 17:00:00,28.0,82,13.3,48.0,26.1,496.0,36.9,6.2,41.0,98
2024-10-23 18:00:00,27.5,82,11.6,48.9,27.1,478.0,35.0,6.6,42.0,97
2024-10-23 19:00:00,26.9,84,8.7,49.6,27.9,470.0,34.3,6.6,39.0,96
