time,temperature_2m,relative_humidity_2m,wind_speed_10m,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi
2024-11-25 05:00:00,26.9,39,5.1,35.7,30.2,1305.0,27.5,37.5,93.0,95
2024-11-25 06:00:00,28.8,30,4.1,32.4,26.1,1045.0,16.7,42.7,127.0,95
2024-11-25 07:00:00,30.0,26,3.9,30.2,23.5,849.0,11.0,39.8,148.0,96
2024-11-25 08:00:00,30.8,24,3.8,30.2,23.4,669.0,8.1,32.8,161.0,96
2024-11-25 09:00:00,31.1,24,5.0,31.0,24.0,585.0,7.5,27.6,169.0,96
2024-11-25 10:00:00,30.9,27,7.7,31.4,24.3,665.0,6.4,26.8,173.0,96
2024-11-25 11:00:00,29.9,34,10.8,31.8,24.7,841.0,7.7,27.9,172.0,96
2024-11-25 12:00:00,28.6,35,11.5,46.1,35.3,983.0,21.4,24.0,143.0,99
2024-11-25 13:00:00,27.2,42,8.2,70.5,61.0,1022.0,52.4,29.2,106.0,119
2024-11-25 14:00:00,26.2,49,8.4,81.7,72.4,1027.0,94.7,36.4,55.0,122
2024-11-25 15:00:00,25.4,55,7.3,79.4,70.3,1082.0,123.2,41.1,18.0,106
2024-11-25 16:00:00,25.0,57,6.4,73.6,65.0,1268.0,125.0,41.6,8.0,106
2024-11-25 17:00:00,24.6,59,7.2,72.2,64.3,1503.0,113.0,39.7,12.0,108
2024-11-25 18:00:00,24.1,62,6.3,71.9,65.4,1627.0,100.6,36.6,16.0,111
2024-11-25 19:00:00,23.5,66,6.0,69.2,63.3,1559.0,91.8,31.8,15.0,113
2024-11-25 20:00:00,23.6,61,4.3,66.1,60.8,1379.0,82.7,25.9,15.0,115
2024-11-25 21:00:00,23.2,61,4.7,63.3,58.1,1175.0,74.8,21.2,14.0,117
2024-11-25 22:00:00,22.1,65,6.1,60.5,55.4,884.0,68.6,18.7,13.0,119
2024-11-25 23:00:00,21.5,68,6.8,56.6,51.6,568.0,63.7,17.5,11.0,120
2024-11-26 00:00:00,21.1,69,7.1,50.5,45.4,496.0,61.8,20.2,10.0,122
2024-11-26 01:00:00,21.4,77,6.8,48.2,43.3,941.0,60.8,20.4,6.0,124
2024-11-26 02:00:00,21.0,79,5.2,53.8,49.1,1631.0,59.0,21.2,1.0,125
2024-11-26 03:00:00,21.4,78,3.6,64.7,60.8,2019.0,54.2,24.6,10.0,127
2024-11-26 04:00:00,24.0,67,1.9,59.3,53.1,1796.0,44.1,34.1,44.0,130
2024-11-26 05:00:00,26.8,56,1.0,46.9,36.2,1272.0,31.1,46.2,91.0,131
2024-11-26 06:00:00,29.0,40,2.3,46.4,35.0,826.0,20.4,53.4,129.0,132
2024-11-26 07:00:00,30.3,33,5.5,45.2,34.9,588.0,13.4,51.1,150.0,133
2024-11-26 08:00:00,30.8,34,8.5,43.2,33.5,429.0,8.7,43.8,163.0,134
2024-11-26 09:00:00,30.7,36,10.7,42.6,33.1,336.0,7.2,37.2,166.0,135
2024-11-26 10:00:00,30.6,35,12.2,42.4,32.7,304.0,9.3,33.4,159.0,136
2024-11-26 11:00:00,29.9,37,12.3,41.2,31.9,340.0,14.7,30.4,143.0,137
2024-11-26 12:00:00,28.6,43,10.7,28.8,24.2,450.0,21.6,23.5,114.0,137
2024-11-26 13:00:00,27.4,55,8.6,32.7,28.7,685.0,35.3,22.2,88.0,136
2024-11-26 14:00:00,26.5,62,6.4,35.4,31.1,995.0,54.3,20.4,51.0,133
2024-11-26 15:00:00,25.8,65,5.0,37.4,32.6,1240.0,68.9,19.5,23.0,129
2024-11-26 16:00:00,25.2,68,4.9,39.9,34.7,1391.0,75.3,20.5,12.0,125
2024-11-26 17:00:00,24.8,71,4.8,44.2,37.8,1476.0,77.4,22.4,9.0,122
2024-11-26 18:00:00,24.2,73,1.9,48.4,40.6,1440.0,76.7,23.3,9.0,119
2024-11-26 19:00:00,23.6,76,3.1,49.5,40.5,1178.0,73.2,22.3,12.0,116
2024-11-26 20:00:00,23.0,79,5.2,49.2,38.8,796.0,67.0,20.4,18.0,114
2024-11-26 21:00:00,22.6,81,4.1,47.5,36.4,552.0,59.8,18.8,24.0,112
2024-11-26 22:00:00,22.4,83,2.8,45.5,34.0,532.0,49.6,17.6,31.0,109
2024-11-26 23:00:00,22.1,86,1.5,43.4,31.5,651.0,38.3,16.8,39.0,107
2024-11-27 00:00:00,22.3,86,1.1,38.5,26.5,914.0,25.8,13.9,58.0,105
2024-11-27 01:00:00,22.7,84,1.3,38.8,26.5,1519.0,39.2,16.5,46.0,103
2024-11-27 02:00:00,22.9,86,2.3,44.6,32.1,2268.0,56.9,20.0,31.0,101
2024-11-27 03:00:00,24.2,82,4.4,54.8,42.7,2577.0,64.2,22.5,28.0,100
2024-11-27 04:00:00,26.6,73,4.6,41.0,31.1,2021.0,51.1,23.2,48.0,98
2024-11-27 05:00:00,28.5,60,8.6,33.1,21.9,1024.0,27.7,22.9,80.0,96
2024-11-27 06:00:00,29.4,55,9.8,29.6,18.7,280.0,9.8,22.0,105.0,95
2024-11-27 07:00:00,29.9,53,11.4,27.0,16.9,97.0,4.0,20.2,115.0,93
2024-11-27 08:00:00,30.0,53,12.3,25.4,15.9,167.0,3.6,17.9,118.0,92
2024-11-27 09:00:00,29.9,54,12.4,24.7,15.5,254.0,4.8,16.4,116.0,90
2024-11-27 10:00:00,29.6,56,12.1,24.3,15.3,250.0,4.9,16.6,112.0,89
2024-11-27 11:00:00,29.1,57,11.6,24.3,15.3,264.0,6.5,17.6,103.0,87
2024-11-27 12:00:00,28.2,60,10.5,22.1,14.2,381.0,13.2,19.3,90.0,86
2024-11-27 13:00:00,27.7,65,7.6,27.8,21.8,644.0,29.5,19.5,67.0,85
2024-11-27 14:00:00,27.0,70,6.1,33.8,28.0,1011.0,52.0,19.8,35.0,84
2024-11-27 15:00:00,26.5,73,5.3,38.2,32.5,1440.0,69.0,20.9,11.0,84
2024-11-27 16:00:00,26.1,76,4.6,44.1,37.6,1988.0,75.0,23.6,2.0,84
2024-11-27 17:00:00,25.9,78,3.8,50.3,42.6,2598.0,75.5,27.0,2.0,84
2024-11-27 18:00:00,25.4,80,1.7,55.4,46.9,3054.0,75.1,29.2,2.0,84
2024-11-27 19:00:00,25.0,82,2.1,58.0,48.7,3303.0,75.8,29.3,2.0,85
2024-11-27 20:00:00,24.6,84,4.5,57.6,47.6,3399.0,75.6,28.1,3.0,86
2024-11-27 21:00:00,24.3,86,5.2,56.1,46.0,3287.0,73.6,26.6,4.0,87
2024-11-27 22:00:00,24.0,86,3.7,53.7,43.8,2800.0,68.2,24.5,6.0,87
2024-11-27 23:00:00,23.6,87,2.7,51.3,41.8,2106.0,60.9,22.0,9.0,88
2024-11-28 00:00:00,23.0,90,1.3,51.5,41.9,1648.0,50.7,16.4,16.0,89
2024-11-28 01:00:00,22.4,91,1.0,55.1,48.7,1723.0,50.9,17.4,10.0,91
2024-11-28 02:00:00,22.0,91,2.7,61.9,56.8,2034.0,50.7,19.0,2.0,93
2024-11-28 03:00:00,22.5,86,3.6,73.1,69.6,2140.0,47.8,22.5,6.0,95
2024-11-28 04:00:00,24.9,76,3.2,71.5,68.0,1785.0,39.6,29.7,31.0,97
2024-11-28 05:00:00,26.8,71,1.0,37.8,29.2,1225.0,28.6,38.7,67.0,100
2024-11-28 06:00:00,28.2,64,1.8,34.1,23.6,784.0,19.6,44.8,98.0,101
2024-11-28 07:00:00,29.2,59,4.8,30.2,21.5,599.0,14.1,45.7,120.0,102
2024-11-28 08:00:00,30.0,53,8.1,31.9,23.3,533.0,10.5,43.7,136.0,102
2024-11-28 09:00:00,29.2,59,11.2,31.9,23.6,496.0,8.9,41.1,145.0,103
2024-11-28 10:00:00,28.6,63,11.5,31.3,23.5,450.0,8.8,38.5,144.0,104
2024-11-28 11:00:00,28.2,64,10.3,30.0,22.8,434.0,10.6,35.4,135.0,105
2024-11-28 12:00:00,27.7,67,9.2,26.1,20.0,475.0,15.0,33.9,121.0,105
2024-11-28 13:00:00,27.1,68,8.3,30.3,26.1,612.0,28.9,30.7,93.0,106
2024-11-28 14:00:00,26.6,71,6.8,31.4,27.3,806.0,48.2,26.3,54.0,106
2024-11-28 15:00:00,26.4,73,6.4,30.9,26.7,974.0,62.7,23.0,24.0,106
2024-11-28 16:00:00,26.1,76,5.8,31.7,27.4,1077.0,68.5,22.0,12.0,106
2024-11-28 17:00:00,25.8,77,5.1,34.1,29.7,1154.0,69.7,22.1,9.0,105
2024-11-28 18:00:00,25.2,79,5.6,36.4,31.8,1231.0,68.1,21.7,9.0,103
2024-11-28 19:00:00,24.7,81,6.1,34.7,30.3,1369.0,63.8,19.8,10.0,102
2024-11-28 20:00:00,24.0,85,5.4,31.2,26.8,1508.0,56.8,17.3,14.0,100
2024-11-28 21:00:00,23.4,88,5.8,28.8,24.2,1498.0,49.2,15.4,19.0,98
2024-11-28 22:00:00,23.0,90,6.2,27.5,22.6,1156.0,40.0,14.4,25.0,96
2024-11-28 23:00:00,22.8,92,6.0,27.5,21.7,665.0,30.3,14.0,33.0,94
2024-11-29 00:00:00,22.5,93,6.1,29.2,22.5,420.0,25.7,12.3,33.0,92
2024-11-29 01:00:00,22.1,90,5.6,29.6,23.1,712.0,31.1,12.8,25.0,91
2024-11-29 02:00:00,22.0,91,5.8,33.4,27.9,1250.0,38.1,13.7,15.0,88
2024-11-29 03:00:00,22.1,90,5.8,40.2,35.6,1558.0,40.5,16.6,17.0,86
2024-11-29 04:00:00,23.9,81,3.7,38.1,33.6,1373.0,34.0,23.6,40.0,83
2024-11-29 05:00:00,26.1,69,3.4,31.0,21.8,959.0,22.8,32.4,75.0,80
2024-11-29 06:00:00,27.9,57,1.8,25.4,17.8,626.0,13.8,38.1,105.0,79
2024-11-29 07:00:00,29.2,47,1.0,25.0,18.1,500.0,9.4,37.5,125.0,79
2024-11-29 08:00:00,30.1,42,4.1,26.1,19.0,456.0,7.2,33.8,141.0,78
2024-11-29 09:00:00,30.0,47,8.3,28.0,20.6,430.0,6.6,30.8,150.0,78
2024-11-29 10:00:00,29.5,53,10.7,29.4,21.8,388.0,7.3,30.7,152.0,78
2024-11-29 11:00:00,28.6,60,11.4,30.0,22.5,365.0,9.6,31.4,147.0,78
2024-11-29 12:00:00,27.6,62,9.8,35.5,26.0,402.0,14.0,31.6,133.0,78
2024-11-29 13:00:00,26.9,64,8.6,39.9,32.9,546.0,26.1,28.9,105.0,85
2024-11-29 14:00:00,26.1,69,7.5,38.5,32.2,750.0,42.7,25.1,66.0,92
2024-11-29 15:00:00,25.6,73,4.4,35.4,29.2,909.0,55.2,22.1,35.0,83
2024-11-29 16:00:00,25.2,76,4.7,35.0,28.2,994.0,59.4,20.6,22.0,79
2024-11-29 17:00:00,24.7,79,6.3,35.2,28.4,1033.0,59.5,19.8,17.0,79
2024-11-29 18:00:00,24.2,81,6.4,38.2,31.7,1010.0,58.7,19.1,14.0,79
2024-11-29 19:00:00,23.6,83,5.9,40.6,34.6,890.0,58.2,18.2,10.0,79
2024-11-29 20:00:00,23.1,85,6.1,39.2,34.2,708.0,56.8,17.5,8.0,80
2024-11-29 21:00:00,22.8,87,5.7,36.9,32.4,550.0,54.4,16.9,7.0,80
2024-11-29 22:00:00,22.5,88,5.5,35.5,31.1,410.0,50.2,16.4,8.0,81
2024-11-29 23:00:00,22.5,88,5.5,35.0,30.5,293.0,44.9,16.0,9.0,82
2024-11-30 00:00:00,22.1,89,6.5,36.9,32.9,305.0,46.5,17.2,8.0,83
2024-11-30 01:00:00,21.9,88,7.8,35.9,31.9,571.0,47.0,18.7,8.0,84
2024-11-30 02:00:00,21.8,85,7.4,37.8,34.1,964.0,47.1,20.8,10.0,84
2024-11-30 03:00:00,22.0,80,7.0,39.9,36.8,1213.0,44.0,22.4,21.0,85
2024-11-30 04:00:00,23.6,70,5.8,37.0,34.1,1176.0,34.4,23.3,51.0,85
2024-11-30 05:00:00,26.1,56,5.7,35.5,32.2,994.0,21.5,23.8,92.0,85
2024-11-30 06:00:00,28.3,42,7.4,31.1,28.4,816.0,11.6,23.5,124.0,86
2024-11-30 07:00:00,29.7,34,7.3,27.3,25.0,669.0,7.1,21.8,141.0,87
2024-11-30 08:00:00,30.4,30,7.9,26.1,23.5,526.0,5.6,19.2,149.0,87
2024-11-30 09:00:00,30.6,29,9.1,26.4,23.4,451.0,5.8,17.6,152.0,88
2024-11-30 10:00:00,30.6,29,10.2,26.6,23.4,459.0,5.5,17.6,154.0,88
2024-11-30 11:00:00,30.3,30,11.4,26.7,23.6,535.0,7.0,18.5,150.0,88
2024-11-30 12:00:00,29.6,31,11.5,52.3,46.9,694.0,20.9,18.0,125.0,88
2024-11-30 13:00:00,28.7,32,9.6,63.6,59.8,1037.0,39.1,18.3,97.0,98
2024-11-30 14:00:00,28.0,32,8.1,65.2,62.6,1463.0,63.6,18.6,59.0,99
2024-11-30 15:00:00,27.3,34,7.9,60.5,58.7,1685.0,77.2,18.3,34.0,95
2024-11-30 16:00:00,26.3,37,10.2,56.1,54.5,1513.0,69.8,16.8,36.0,98
2024-11-30 17:00:00,25.2,41,9.9,53.3,51.8,1137.0,51.5,14.7,51.0,100
2024-11-30 18:00:00,24.5,44,9.0,52.3,50.6,840.0,36.2,13.0,63.0,103
2024-11-30 19:00:00,23.8,47,7.4,51.9,50.2,743.0,29.1,12.0,65.0,105
2024-11-30 20:00:00,23.2,49,6.7,51.8,49.8,725.0,25.0,11.3,63.0,106
2024-11-30 21:00:00,22.8,52,6.4,51.6,49.6,708.0,21.9,11.0,61.0,108
2024-11-30 22:00:00,22.1,54,6.9,51.3,49.2,619.0,18.2,10.9,60.0,110
2024-11-30 23:00:00,21.5,57,7.2,50.9,48.8,532.0,15.6,11.1,58.0,112
2024-12-01 00:00:00,21.0,58,7.9,51.0,48.8,584.0,17.9,12.1,52.0,114
2024-12-01 01:00:00,20.6,60,7.3,51.2,49.1,941.0,27.9,13.4,40.0,115
2024-12-01 02:00:00,20.4,59,7.4,55.6,53.6,1438.0,41.3,15.5,26.0,117
2024-12-01 03:00:00,20.6,58,7.4,61.9,60.1,1722.0,47.8,18.4,25.0,119
2024-12-01 04:00:00,22.6,49,5.0,61.0,58.9,1584.0,41.1,23.1,51.0,121
2024-12-01 05:00:00,25.4,36,4.9,54.4,51.3,1232.0,27.6,28.8,92.0,124
2024-12-01 06:00:00,27.3,29,6.2,43.3,39.9,938.0,16.5,32.4,126.0,126
2024-12-01 07:00:00,28.5,26,5.5,37.7,34.6,798.0,11.1,32.2,145.0,127
2024-12-01 08:00:00,29.1,26,5.2,34.3,31.5,716.0,8.2,30.0,158.0,128
2024-12-01 09:00:00,29.4,27,6.7,33.4,30.6,671.0,7.4,28.8,165.0,129
2024-12-01 10:00:00,29.0,30,9.7,34.0,31.1,615.0,5.4,29.6,171.0,130
2024-12-01 11:00:00,28.2,34,11.1,35.2,32.2,595.0,5.6,31.5,173.0,131
2024-12-01 12:00:00,27.5,34,9.6,40.4,37.1,737.0,19.2,23.3,139.0,131
2024-12-01 13:00:00,27.0,38,6.9,62.9,60.1,1218.0,44.4,27.6,103.0,130
2024-12-01 14:00:00,26.5,37,6.9,76.1,73.3,1860.0,78.8,33.3,54.0,130
2024-12-01 15:00:00,25.8,36,6.5,78.9,76.1,2250.0,101.6,36.1,19.0,132
2024-12-01 16:00:00,25.1,38,6.7,73.8,71.5,2170.0,102.4,33.6,10.0,133
2024-12-01 17:00:00,24.4,40,8.0,65.2,63.1,1838.0,91.5,28.1,14.0,135
2024-12-01 18:00:00,23.9,42,8.0,57.0,55.2,1497.0,79.4,23.0,20.0,136
2024-12-01 19:00:00,23.7,41,7.3,51.2,49.2,1201.0,68.6,19.0,26.0,137
2024-12-01 20:00:00,23.1,42,7.2,46.7,44.7,895.0,56.5,15.3,33.0,137
2024-12-01 21:00:00,22.5,46,7.5,43.3,41.3,656.0,45.5,12.6,40.0,136
2024-12-01 22:00:00,22.0,48,7.7,40.4,38.4,480.0,35.1,11.4,45.0,135
2024-12-01 23:00:00,21.5,49,7.6,37.8,35.9,372.0,25.8,11.2,49.0,134
2024-12-02 00:00:00,21.0,49,7.9,36.6,34.6,420.0,20.7,11.5,51.0,133
2024-12-02 01:00:00,20.4,50,8.5,35.7,33.8,780.0,27.7,12.7,45.0,131
2024-12-02 02:00:00,20.0,51,8.4,39.5,37.5,1297.0,36.9,14.4,38.0,130
2024-12-02 03:00:00,20.5,50,7.6,45.9,43.8,1597.0,41.0,16.0,40.0,128
2024-12-02 04:00:00,22.4,45,5.4,50.8,48.5,1466.0,35.0,17.3,61.0,126
2024-12-02 05:00:00,25.0,36,5.8,55.9,52.2,1119.0,23.8,18.4,91.0,125
2024-12-02 06:00:00,27.1,32,6.6,56.2,51.7,821.0,14.6,19.1,117.0,125
2024-12-02 07:00:00,28.8,29,7.0,43.4,39.6,660.0,9.4,19.0,135.0,127
2024-12-02 08:00:00,29.6,27,5.6,34.8,31.8,548.0,6.2,18.6,149.0,127
2024-12-02 09:00:00,30.1,26,4.6,32.5,29.5,491.0,5.6,18.4,156.0,127
2024-12-02 10:00:00,30.2,26,4.5,31.3,28.1,475.0,6.7,18.6,155.0,127
2024-12-02 11:00:00,30.0,26,3.5,30.7,27.5,513.0,10.4,19.1,147.0,127
2024-12-02 12:00:00,29.1,28,3.3,38.6,34.8,658.0,22.6,21.0,125.0,126
2024-12-02 13:00:00,27.8,35,7.9,54.8,51.7,1034.0,43.1,22.6,93.0,126
2024-12-02 14:00:00,26.6,40,9.9,64.3,61.2,1516.0,70.8,24.7,50.0,125
2024-12-02 15:00:00,26.0,41,7.5,60.5,58.2,1777.0,86.6,25.2,22.0,124
2024-12-02 16:00:00,25.2,42,8.3,52.5,50.4,1617.0,80.0,22.6,23.0,122
2024-12-02 17:00:00,24.9,42,8.4,47.3,45.1,1236.0,61.5,18.3,38.0,120
2024-12-02 18:00:00,24.4,43,8.0,45.3,42.8,902.0,44.5,14.9,53.0,118
2024-12-02 19:00:00,23.6,45,7.8,44.1,41.6,705.0,32.9,13.4,62.0,117
2024-12-02 20:00:00,22.9,48,8.3,43.1,40.4,556.0,22.8,12.8,70.0,116
2024-12-02 21:00:00,22.2,51,8.8,42.6,39.9,452.0,15.1,12.4,77.0,115
2024-12-02 22:00:00,21.9,53,9.3,43.1,40.4,387.0,10.2,12.0,82.0,115
2024-12-02 23:00:00,21.6,55,9.5,45.1,42.4,368.0,7.7,11.9,85.0,116
2024-12-03 00:00:00,21.4,56,10.2,49.8,46.8,409.0,8.1,12.8,85.0,116
2024-12-03 01:00:00,21.0,57,10.0,54.4,51.1,568.0,13.2,13.7,79.0,117
2024-12-03 02:00:00,20.9,58,10.6,60.3,56.2,787.0,19.9,15.1,72.0,119
2024-12-03 03:00:00,21.6,57,11.2,64.0,59.6,911.0,23.3,16.8,72.0,121
2024-12-03 04:00:00,23.5,52,10.7,63.8,58.9,849.0,20.2,19.5,86.0,123
2024-12-03 05:00:00,25.6,46,11.0,61.5,56.3,692.0,13.8,22.6,108.0,124
2024-12-03 06:00:00,27.5,40,11.7,55.6,50.6,561.0,8.5,23.8,125.0,124
2024-12-03 07:00:00,29.0,33,12.2,46.4,41.6,493.0,5.7,21.4,133.0,124
2024-12-03 08:00:00,29.9,29,12.4,35.4,30.5,451.0,4.1,17.2,136.0,124
2024-12-03 09:00:00,30.2,28,12.2,32.1,27.1,444.0,4.3,14.1,136.0,124
2024-12-03 10:00:00,30.2,27,12.1,31.0,25.8,486.0,6.8,13.3,131.0,124
2024-12-03 11:00:00,29.8,28,12.9,31.2,26.1,563.0,11.1,13.5,123.0,124
2024-12-03 12:00:00,29.0,30,13.6,39.6,34.9,638.0,15.6,13.5,113.0,124
2024-12-03 13:00:00,28.3,33,13.2,44.0,40.5,715.0,20.2,14.2,101.0,124
2024-12-03 14:00:00,27.5,36,11.8,46.7,43.4,791.0,26.3,15.2,85.0,123
2024-12-03 15:00:00,26.3,41,12.3,48.4,45.1,822.0,29.3,16.4,75.0,121
2024-12-03 16:00:00,25.4,45,12.5,51.1,47.8,778.0,26.6,17.9,75.0,119
2024-12-03 17:00:00,24.7,48,12.1,54.1,50.6,690.0,20.7,19.5,81.0,119
2024-12-03 18:00:00,24.1,49,12.9,55.6,52.3,606.0,15.4,20.9,87.0,120
2024-12-03 19:00:00,24.0,48,13.5,55.6,52.2,537.0,11.5,21.9,93.0,121
2024-12-03 20:00:00,23.9,47,14.3,54.9,51.3,472.0,8.2,22.7,99.0,122
2024-12-03 21:00:00,23.6,48,15.2,54.5,51.0,423.0,5.8,23.1,102.0,123
2024-12-03 22:00:00,23.2,50,15.1,54.4,50.9,382.0,4.4,22.9,102.0,124
2024-12-03 23:00:00,22.7,52,15.0,54.4,50.8,357.0,4.0,22.3,99.0,125
2024-12-04 00:00:00,22.3,54,14.3,54.8,51.1,383.0,5.4,22.9,96.0,126
2024-12-04 01:00:00,21.9,57,14.3,55.1,51.1,512.0,10.1,22.8,89.0,126
2024-12-04 02:00:00,21.6,58,13.7,56.7,52.3,693.0,16.5,22.5,80.0,126
2024-12-04 03:00:00,22.0,56,13.7,58.6,53.8,804.0,19.9,22.2,77.0,126
2024-12-04 04:00:00,23.4,52,12.4,59.1,53.6,780.0,17.7,21.8,87.0,125
2024-12-04 05:00:00,25.4,46,13.4,60.1,52.6,686.0,12.5,21.3,104.0,125
2024-12-04 06:00:00,27.2,38,15.4,60.1,50.8,602.0,8.3,20.3,118.0,124
2024-12-04 07:00:00,28.5,33,16.1,56.5,46.2,543.0,5.9,18.4,127.0,124
2024-12-04 08:00:00,29.1,30,14.9,49.7,39.7,493.0,4.4,16.0,134.0,125
2024-12-04 09:00:00,29.5,29,13.2,44.0,34.9,480.0,4.6,14.3,136.0,126
2024-12-04 10:00:00,29.6,28,12.1,41.1,32.7,509.0,6.9,13.9,133.0,127
2024-12-04 11:00:00,29.2,29,11.7,40.5,32.4,574.0,11.0,14.2,125.0,127
2024-12-04 12:00:00,28.5,30,11.8,43.2,35.6,689.0,16.0,14.5,110.0,128
2024-12-04 13:00:00,28.1,31,10.2,49.6,43.8,910.0,23.5,15.2,95.0,128
2024-12-04 14:00:00,27.2,33,10.1,53.6,48.1,1179.0,33.7,16.2,75.0,129
2024-12-04 15:00:00,26.3,36,9.5,55.5,49.7,1341.0,39.9,16.9,60.0,129
2024-12-04 16:00:00,25.4,40,9.3,58.0,51.5,1308.0,38.6,16.9,56.0,130
2024-12-04 17:00:00,24.5,43,9.3,60.8,53.7,1166.0,33.4,16.6,56.0,130
2024-12-04 18:00:00,23.8,46,8.9,62.9,55.8,1018.0,28.4,16.1,57.0,130
2024-12-04 19:00:00,23.0,49,8.3,63.8,56.6,888.0,25.1,15.2,55.0,131
2024-12-04 20:00:00,22.0,53,9.0,62.9,55.8,751.0,22.0,14.1,53.0,131
2024-12-04 21:00:00,21.5,55,7.7,61.7,54.5,639.0,19.4,13.3,52.0,132
2024-12-04 22:00:00,20.9,57,8.3,60.5,53.0,519.0,16.1,12.8,52.0,132
2024-12-04 23:00:00,20.6,57,8.1,59.0,51.6,423.0,13.2,12.5,53.0,132
2024-12-05 00:00:00,20.2,58,7.9,58.8,51.2,478.0,14.4,12.8,49.0,132
2024-12-05 01:00:00,19.6,59,7.8,58.4,51.1,830.0,23.4,14.0,37.0,132
2024-12-05 02:00:00,19.5,59,7.2,62.9,55.5,1333.0,35.4,15.8,23.0,132
2024-12-05 03:00:00,19.9,57,5.9,69.6,62.9,1670.0,42.1,18.5,20.0,133
2024-12-05 04:00:00,22.0,50,4.0,72.4,65.4,1703.0,38.6,23.0,40.0,133
2024-12-05 05:00:00,24.9,38,2.3,71.2,59.8,1570.0,29.7,28.4,72.0,135
2024-12-05 06:00:00,26.8,32,2.1,64.5,50.9,1370.0,21.6,32.4,100.0,135
2024-12-05 07:00:00,27.8,32,4.1,56.2,43.8,1079.0,15.8,34.0,121.0,135
2024-12-05 08:00:00,28.2,33,7.8,53.7,41.7,721.0,10.8,34.3,139.0,135
2024-12-05 09:00:00,28.4,34,9.8,52.5,40.3,467.0,8.0,33.9,150.0,135
2024-12-05 10:00:00,28.3,34,10.5,52.3,40.3,373.0,7.3,32.9,153.0,136
2024-12-05 11:00:00,27.8,36,10.9,52.2,40.4,384.0,8.7,31.3,150.0,137
2024-12-05 12:00:00,26.6,40,10.8,40.3,32.6,506.0,12.3,24.2,123.0,138
2024-12-05 13:00:00,25.9,49,8.7,48.2,42.6,777.0,26.4,23.9,100.0,137
2024-12-05 14:00:00,25.4,54,6.5,53.2,48.0,1161.0,45.8,23.5,67.0,137
2024-12-05 15:00:00,25.0,60,6.3,55.5,49.7,1551.0,60.3,23.1,42.0,137
2024-12-05 16:00:00,24.8,63,5.6,57.4,50.4,1980.0,66.1,23.0,31.0,137
2024-12-05 17:00:00,24.5,65,4.3,60.8,51.2,2417.0,67.0,22.9,27.0,137
2024-12-05 18:00:00,23.9,67,2.2,65.2,51.8,2659.0,64.7,22.4,27.0,137
2024-12-05 19:00:00,23.0,67,5.6,68.2,49.7,2602.0,57.7,20.8,32.0,136
2024-12-05 20:00:00,22.4,68,3.9,69.6,46.1,2352.0,47.4,18.7,40.0,136
2024-12-05 21:00:00,22.1,67,1.5,73.8,44.7,2023.0,39.4,17.5,45.0,135
2024-12-05 22:00:00,22.2,65,2.5,75.4,43.5,1555.0,35.9,17.8,44.0,134
2024-12-05 23:00:00,21.2,68,7.7,77.3,44.6,1008.0,34.7,18.9,41.0,133
2024-12-06 00:00:00,19.9,74,7.9,71.9,39.8,678.0,26.5,16.5,49.0,132
2024-12-06 01:00:00,19.2,78,7.2,74.3,44.0,767.0,33.4,17.7,34.0,131
2024-12-06 02:00:00,18.5,81,8.0,79.2,54.6,1073.0,42.6,19.6,14.0,130
2024-12-06 03:00:00,18.6,78,7.6,90.1,73.1,1286.0,47.2,23.1,8.0,130
2024-12-06 04:00:00,20.5,67,5.8,72.9,55.8,1271.0,43.1,29.6,29.0,131
2024-12-06 05:00:00,23.6,56,4.5,65.2,39.2,1163.0,34.4,37.6,65.0,130
2024-12-06 06:00:00,25.8,49,3.6,63.1,34.3,1060.0,26.3,43.3,96.0,128
2024-12-06 07:00:00,27.1,45,3.4,59.8,30.0,993.0,19.9,45.1,117.0,126
2024-12-06 08:00:00,27.9,42,4.9,57.9,27.9,931.0,14.0,44.6,134.0,125
2024-12-06 09:00:00,28.1,44,7.4,55.9,25.8,871.0,10.6,43.3,143.0,123
2024-12-06 10:00:00,28.1,45,8.2,52.7,23.8,796.0,9.6,41.4,143.0,122
2024-12-06 11:00:00,27.7,45,8.4,49.0,22.1,724.0,11.1,38.7,135.0,120
2024-12-06 12:00:00,26.7,46,8.1,35.4,17.5,707.0,15.5,34.7,119.0,118
2024-12-06 13:00:00,25.4,46,9.3,35.2,25.3,784.0,31.7,32.4,91.0,116
2024-12-06 14:00:00,24.2,46,7.3,33.1,27.6,916.0,53.9,29.2,52.0,115
2024-12-06 15:00:00,23.5,46,6.4,29.9,27.2,1039.0,70.1,26.5,23.0,113
2024-12-06 16:00:00,22.8,47,7.1,28.1,26.8,1156.0,74.7,25.0,14.0,110
2024-12-06 17:00:00,22.5,47,6.4,28.8,27.5,1263.0,73.1,24.1,14.0,108
2024-12-06 18:00:00,21.8,49,8.3,30.4,28.9,1285.0,69.8,22.8,16.0,105
2024-12-06 19:00:00,21.5,50,6.9,32.0,30.2,1166.0,65.3,20.7,17.0,103
2024-12-06 20:00:00,21.0,53,5.1,31.2,29.3,962.0,58.9,18.2,20.0,101
2024-12-06 21:00:00,21.0,53,3.2,30.3,28.3,768.0,53.1,16.2,21.0,99
